age,gender,education level,job title,years of experience,country,race,senior,salary
26.0,Female,high school,Product Manager,2.0,USA,White,0,120000.0
27.0,Male,elementary,Data Analyst,2.0,USA,African American,0,110000.0
30.0,Female,university,Data Scientist,5.0,China,Korean,0,180000.0
29.0,Male,elementary,Software Engineer,4.0,USA,Hispanic,0,140000.0
32.0,Male,elementary,Product Manager,7.0,China,Chinese,0,170000.0
25.0,Female,high school,Data Analyst,1.0,Australia,Asian,0,100000.0
33.0,Male,university,Data Scientist,8.0,Canada,Asian,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,Australia,Australian,0,155000.0
28.0,Male,high school,Product Manager,3.0,Canada,Asian,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,Canada,Asian,0,145000.0
27.0,Male,,Data Scientist,2.0,UK,Asian,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,Australia,White,0,140000.0
34.0,Male,elementary,Product Manager,9.0,Canada,White,0,185000.0
25.0,Female,high school,Data Analyst,1.0,China,White,0,100000.0
33.0,Male,university,Data Scientist,8.0,UK,White,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,Australia,Australian,0,155000.0
28.0,Male,high school,Product Manager,3.0,Canada,Asian,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,Canada,White,0,145000.0
28.0,Male,elementary,Software Engineer,3.0,Australia,Asian,0,125000.0
26.0,Female,,Product Manager,2.0,USA,White,0,120000.0
27.0,Male,,Data Analyst,2.0,Australia,White,0,110000.0
30.0,Female,university,Data Scientist,5.0,Canada,Black,0,180000.0
29.0,Male,elementary,Software Engineer,4.0,Australia,Asian,0,140000.0
32.0,Male,elementary,Product Manager,7.0,USA,African American,0,170000.0
25.0,Female,high school,Data Analyst,1.0,Canada,Black,0,100000.0
,Male,university,Data Scientist,8.0,Australia,Australian,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,China,Chinese,0,155000.0
28.0,Male,high school,Product Manager,3.0,UK,Mixed,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,China,White,0,145000.0
27.0,Male,university,Data Scientist,2.0,Australia,Australian,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,China,Korean,0,140000.0
34.0,Male,elementary,Product Manager,9.0,China,Korean,0,185000.0
25.0,Female,high school,Data Analyst,1.0,China,Chinese,0,100000.0
33.0,Male,university,Data Scientist,8.0,USA,Asian,0,190000.0
31.0,Female,,Software Engineer,6.0,Australia,Asian,0,155000.0
28.0,Male,high school,Product Manager,3.0,Australia,Australian,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,Australia,Australian,0,145000.0
28.0,Male,elementary,Software Engineer,3.0,Canada,Black,0,125000.0
26.0,Female,high school,Product Manager,2.0,UK,Asian,0,120000.0
27.0,Male,elementary,Data Analyst,2.0,China,White,0,110000.0
30.0,Female,university,Data Scientist,5.0,USA,African American,0,180000.0
29.0,Male,elementary,Software Engineer,4.0,Canada,Asian,0,140000.0
32.0,Male,elementary,Product Manager,7.0,China,Korean,0,170000.0
25.0,Female,high school,Data Analyst,1.0,Australia,Asian,0,100000.0
33.0,Male,university,Data Scientist,8.0,USA,Asian,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,China,Chinese,0,155000.0
28.0,Male,high school,Product Manager,3.0,USA,Hispanic,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,USA,White,0,145000.0
27.0,Male,university,Data Scientist,2.0,China,Korean,0,115000.0
,Female,elementary,Software Engineer,4.0,USA,African American,0,140000.0
34.0,Male,elementary,Product Manager,9.0,China,Chinese,0,185000.0
25.0,Female,high school,Data Analyst,1.0,UK,Mixed,0,100000.0
33.0,Male,university,Data Scientist,8.0,UK,Welsh,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,Australia,Asian,0,155000.0
28.0,Male,high school,Product Manager,3.0,USA,Asian,0,130000.0
,Female,elementary,Data Analyst,5.0,Australia,White,0,145000.0
27.0,Male,university,Data Scientist,2.0,China,Korean,0,115000.0
29.0,Female,,Software Engineer,4.0,USA,Hispanic,0,140000.0
34.0,Male,elementary,,9.0,UK,Mixed,0,185000.0
25.0,Female,high school,Data Analyst,1.0,Australia,Australian,0,100000.0
33.0,Male,university,Data Scientist,8.0,China,Chinese,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,USA,Hispanic,0,155000.0
28.0,Male,high school,Product Manager,3.0,Canada,Asian,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,Australia,Asian,0,145000.0
28.0,Male,elementary,Software Engineer,3.0,Australia,Asian,0,125000.0
26.0,Female,high school,Product Manager,2.0,Australia,Australian,0,120000.0
27.0,Male,elementary,Data Analyst,2.0,Australia,Asian,0,110000.0
30.0,Female,university,Data Scientist,5.0,USA,Asian,0,180000.0
29.0,Male,elementary,Software Engineer,4.0,USA,Hispanic,0,140000.0
32.0,,elementary,Product Manager,7.0,Canada,White,0,170000.0
25.0,Female,high school,Data Analyst,1.0,UK,Welsh,0,100000.0
33.0,Male,university,Data Scientist,8.0,China,Korean,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,USA,Asian,0,155000.0
28.0,Male,high school,Product Manager,3.0,UK,Mixed,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,Australia,White,0,145000.0
27.0,Male,university,Data Scientist,2.0,Australia,Asian,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,China,Korean,0,140000.0
34.0,Male,elementary,Product Manager,9.0,China,Korean,0,185000.0
25.0,Female,high school,Data Analyst,1.0,Canada,Asian,0,100000.0
33.0,Male,university,Data Scientist,8.0,UK,Mixed,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,UK,Welsh,0,155000.0
28.0,Male,high school,Product Manager,3.0,UK,Asian,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,China,Chinese,0,145000.0
,Male,university,Data Scientist,2.0,UK,Welsh,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,China,Chinese,0,140000.0
34.0,Male,elementary,Product Manager,9.0,China,White,0,185000.0
25.0,Female,high school,Data Analyst,1.0,UK,White,0,100000.0
33.0,Male,university,Data Scientist,8.0,UK,Mixed,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,China,Chinese,0,155000.0
28.0,Male,high school,Product Manager,3.0,Canada,White,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,USA,White,0,145000.0
27.0,Male,university,Data Scientist,2.0,UK,Mixed,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,USA,White,0,140000.0
34.0,Male,elementary,Product Manager,9.0,Australia,Asian,0,185000.0
25.0,Female,high school,Data Analyst,1.0,Australia,Asian,0,100000.0
33.0,Male,university,Data Scientist,8.0,Canada,Asian,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,Australia,Australian,0,155000.0
28.0,Male,high school,Product Manager,3.0,Canada,Asian,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,China,Chinese,0,145000.0
27.0,Male,university,Data Scientist,2.0,Australia,White,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,China,Chinese,0,140000.0
34.0,Male,elementary,Product Manager,9.0,Canada,White,0,185000.0
25.0,Female,high school,Data Analyst,1.0,China,Korean,0,100000.0
33.0,Male,university,Data Scientist,8.0,UK,Mixed,0,190000.0
31.0,Female,elementary,Software Engineer,6.0,USA,White,0,155000.0
28.0,Male,high school,Product Manager,3.0,Australia,White,0,130000.0
30.0,Female,elementary,Data Analyst,5.0,USA,Hispanic,0,145000.0
27.0,Male,university,Data Scientist,2.0,UK,Welsh,0,115000.0
29.0,Female,elementary,Software Engineer,4.0,Canada,Asian,0,140000.0
34.0,Male,elementary,Product Manager,9.0,Australia,Australian,0,185000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,UK,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,White,0,190000.0
27.0,Female,elementary,Product Manager,4.0,UK,Welsh,0,150000.0
24.0,Male,elementary,Data Analyst,1.0,China,Chinese,0,90000.0
31.0,Female,high school,Data Scientist,9.0,UK,Asian,0,195000.0
28.0,Male,elementary,Software Engineer,5.0,China,White,0,160000.0
33.0,Female,high school,Product Manager,11.0,USA,African American,0,198000.0
25.0,Male,elementary,Data Analyst,2.0,USA,Hispanic,0,110000.0
30.0,Female,university,Data Scientist,7.0,China,Korean,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,UK,Mixed,0,140000.0
34.0,Female,high school,Product Manager,12.0,China,Chinese,0,196000.0
23.0,Male,elementary,Data Analyst,1.0,China,Korean,0,95000.0
32.0,Female,university,Data Scientist,10.0,Australia,White,0,193000.0
,Male,elementary,Software Engineer,6.0,Australia,White,0,175000.0
30.0,Female,elementary,Product Manager,5.0,Australia,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,Black,0,130000.0
31.0,Female,high school,Data Scientist,6.0,China,Korean,0,180000.0
28.0,Male,elementary,Software Engineer,5.0,USA,African American,0,160000.0
33.0,Female,high school,Product Manager,11.0,UK,Mixed,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,White,0,90000.0
30.0,Female,university,Data Scientist,7.0,Canada,White,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Black,0,140000.0
34.0,Female,high school,Product Manager,12.0,Canada,White,0,196000.0
25.0,Male,elementary,Data Analyst,2.0,China,Chinese,0,110000.0
29.0,Female,high school,Data Scientist,6.0,USA,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,White,0,190000.0
27.0,Female,elementary,Product Manager,4.0,China,White,0,150000.0
31.0,Male,elementary,Data Analyst,9.0,China,Korean,0,195000.0
28.0,Female,,Software Engineer,5.0,Australia,Asian,0,160000.0
33.0,Male,high school,Product Manager,11.0,UK,White,0,198000.0
26.0,Female,elementary,Data Analyst,3.0,Australia,White,0,130000.0
30.0,Male,university,Data Scientist,7.0,USA,African American,0,185000.0
27.0,Female,elementary,Software Engineer,4.0,UK,Welsh,0,140000.0
34.0,Male,high school,Product Manager,12.0,China,Korean,0,196000.0
25.0,Female,elementary,Data Analyst,2.0,China,Korean,0,110000.0
32.0,Male,elementary,Software Engineer,8.0,UK,Asian,0,190000.0
,Female,high school,Data Scientist,6.0,USA,White,0,180000.0
30.0,Male,elementary,Data Analyst,5.0,USA,African American,0,160000.0
,Female,high school,Product Manager,11.0,USA,White,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,USA,African American,0,90000.0
31.0,Female,university,Data Scientist,9.0,Australia,White,0,195000.0
28.0,Male,elementary,Software Engineer,5.0,Australia,Asian,0,160000.0
27.0,Female,elementary,Product Manager,4.0,UK,White,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,White,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Canada,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,China,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,UK,White,0,198000.0
25.0,Male,elementary,Data Analyst,2.0,Australia,White,0,110000.0
30.0,Female,university,Data Scientist,7.0,USA,Asian,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,China,Chinese,0,140000.0
34.0,Female,high school,Product Manager,12.0,UK,Mixed,0,196000.0
31.0,Male,elementary,Data Analyst,9.0,Canada,Asian,0,195000.0
,Female,,Software Engineer,5.0,China,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,China,White,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Australian,0,190000.0
33.0,Female,high school,Product Manager,11.0,Australia,Australian,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,White,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,Asian,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,Australia,White,0,110000.0
30.0,Female,university,Data Scientist,7.0,USA,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,UK,Asian,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Asian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,White,0,130000.0
29.0,Female,high school,Data Scientist,6.0,USA,Hispanic,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Australian,0,190000.0
33.0,Female,high school,Product Manager,11.0,Canada,Asian,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,UK,Welsh,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,USA,Hispanic,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,USA,African American,0,110000.0
30.0,Female,university,Data Scientist,7.0,Australia,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,China,Chinese,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Asian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,UK,Asian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,180000.0
,Male,elementary,Software Engineer,8.0,China,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,Canada,White,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,China,Korean,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,China,Korean,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,USA,Hispanic,0,110000.0
30.0,Female,university,Data Scientist,7.0,USA,Hispanic,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,UK,Asian,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Australia,Asian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Australian,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Australia,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Australia,Asian,0,190000.0
33.0,Female,high school,Product Manager,11.0,China,White,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Canada,White,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,USA,White,0,140000.0
25.0,Male,elementary,Data Analyst,2.0,UK,White,0,125000.0
28.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,175000.0
30.0,Male,elementary,Software Engineer,8.0,UK,White,0,190000.0
27.0,Female,elementary,Product Manager,4.0,UK,Welsh,0,150000.0
24.0,Male,elementary,Data Analyst,1.0,UK,Mixed,0,95000.0
31.0,Male,high school,Data Scientist,9.0,Canada,White,0,195000.0
,Male,elementary,Software Engineer,5.0,USA,African American,0,160000.0
33.0,Female,high school,Product Manager,11.0,Australia,White,0,198000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,Asian,0,130000.0
30.0,Female,university,Data Scientist,7.0,China,Chinese,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,White,0,140000.0
34.0,Female,high school,Product Manager,12.0,UK,Asian,0,196000.0
23.0,Male,elementary,Data Analyst,1.0,Canada,Asian,0,90000.0
32.0,Female,university,Data Scientist,10.0,Canada,Black,0,193000.0
29.0,Male,elementary,Software Engineer,6.0,USA,Hispanic,0,170000.0
30.0,Female,elementary,Product Manager,5.0,China,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,Asian,0,135000.0
31.0,Female,high school,Data Scientist,6.0,Canada,White,0,180000.0
,Male,elementary,Software Engineer,5.0,UK,Mixed,0,160000.0
,Female,high school,Product Manager,11.0,Canada,Black,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Australia,White,0,90000.0
30.0,Female,university,Data Scientist,7.0,China,Korean,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,Australia,Australian,0,140000.0
,Female,high school,Product Manager,12.0,USA,Asian,0,196000.0
25.0,Male,elementary,Data Analyst,2.0,China,Korean,0,115000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,China,Korean,0,190000.0
,Female,elementary,Product Manager,4.0,USA,African American,0,150000.0
31.0,Male,elementary,Data Analyst,9.0,UK,Asian,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,UK,Asian,0,160000.0
33.0,Male,high school,Product Manager,11.0,UK,Mixed,0,198000.0
26.0,Female,,Data Analyst,3.0,Canada,Asian,0,130000.0
30.0,Male,university,Data Scientist,7.0,UK,Welsh,0,185000.0
27.0,Female,elementary,Software Engineer,4.0,Canada,White,0,140000.0
34.0,Male,high school,Product Manager,12.0,China,Korean,0,196000.0
,Female,elementary,Data Analyst,2.0,Australia,Asian,0,110000.0
32.0,Male,elementary,Software Engineer,8.0,Canada,Black,0,190000.0
29.0,Female,high school,Data Scientist,6.0,China,White,0,180000.0
30.0,Male,elementary,Data Analyst,5.0,China,Chinese,0,160000.0
33.0,Female,high school,Product Manager,11.0,UK,Welsh,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Canada,Asian,0,90000.0
,Female,university,Data Scientist,9.0,Australia,Asian,0,195000.0
28.0,Male,elementary,Software Engineer,5.0,Canada,Black,0,160000.0
27.0,Female,elementary,Product Manager,4.0,USA,Asian,0,150000.0
26.0,Male,elementary,Data Analyst,3.0,Canada,Black,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Black,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,UK,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,USA,African American,0,198000.0
25.0,Male,elementary,Data Analyst,2.0,UK,Welsh,0,110000.0
30.0,Female,university,Data Scientist,7.0,UK,White,0,185000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,White,0,140000.0
34.0,Female,high school,Product Manager,12.0,UK,Welsh,0,196000.0
31.0,Male,elementary,Data Analyst,9.0,China,Chinese,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,Black,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,China,Korean,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Canada,Black,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,Canada,White,0,190000.0
33.0,Female,high school,Product Manager,11.0,UK,Asian,0,198000.0
24.0,Male,,Data Analyst,1.0,China,Korean,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Black,0,140000.0
25.0,Female,elementary,Data Analyst,2.0,UK,White,0,110000.0
30.0,Female,university,Data Scientist,7.0,Australia,Asian,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,USA,Hispanic,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Australia,Australian,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,Australia,Asian,0,130000.0
,Female,high school,Data Scientist,6.0,Canada,Asian,0,180000.0
32.0,Male,elementary,Software Engineer,8.0,UK,Asian,0,190000.0
33.0,Female,high school,Product Manager,11.0,UK,Welsh,0,198000.0
24.0,Male,elementary,Data Analyst,1.0,Canada,Black,0,90000.0
27.0,Male,elementary,Software Engineer,4.0,Canada,Black,0,140000.0
,Female,elementary,Data Analyst,2.0,Australia,White,0,110000.0
30.0,Female,university,Data Scientist,7.0,USA,White,0,185000.0
31.0,Male,elementary,Data Analyst,9.0,China,Korean,0,195000.0
28.0,Female,elementary,Software Engineer,5.0,Canada,White,0,160000.0
26.0,Male,elementary,Data Analyst,3.0,China,White,0,130000.0
29.0,Female,high school,Data Scientist,6.0,Australia,Asian,0,180000.0
32.0,,elementary,Software Engineer,8.0,USA,African American,0,190000.0
